Subject,Trial,Block,Orientation,Luminance,SOA,RT,Error
10,3,1,present,present,0.15,327.992,-6.0427
10,4,1,absent,absent,0.15,292.778,-4.8697
10,8,1,absent,absent,0,366.405,9.4389
10,9,1,absent,absent,-0.15,217.593,12.4702
10,11,1,present,present,0.05,279.998,1.1225
10,12,1,present,absent,-0.15,172.802,15.1887
10,14,1,present,present,-0.15,218.395,21.8683
10,15,1,absent,absent,0.15,259.997,-3.61
10,16,1,absent,present,-0.05,180.797,18.977
10,17,1,absent,present,0.05,263.991,0.1768
10,18,1,present,absent,0.05,179.198,17.668
10,19,1,absent,present,0.05,239.996,-5.2456
10,20,1,absent,absent,-0.05,259.996,6.1669
10,24,1,present,absent,-0.15,191.993,10.1064
10,26,1,absent,absent,0,253.6,4.5506
10,28,1,present,absent,-0.15,312.79,-11.1022
10,29,1,present,absent,0.15,260.797,-8.921
10,31,1,present,absent,0,283.997,-3.3143
10,32,1,present,absent,-0.05,271.2,-1.2942
10,33,1,absent,present,-0.05,247.995,-7.7326
10,35,1,absent,absent,0,189.588,6.3757
10,38,1,present,present,0.15,383.991,1.4249
10,39,1,present,present,-0.15,265.605,12.5952
10,40,1,present,present,0.15,366.39,2.5155
10,41,1,absent,present,0.15,337.591,-8.8812
10,42,1,absent,present,0,187.996,19.5149
10,43,1,present,absent,-0.15,370.39,-8.2491
10,44,1,absent,absent,-0.15,275.197,14.3353
10,45,1,present,absent,0.15,319.19,-8.5502
10,47,1,present,absent,-0.05,364.795,-3.3446
10,48,1,absent,present,-0.05,271.996,-8.8269
10,49,1,absent,present,0.05,323.193,-0.7182
10,50,1,present,present,0.05,312.803,6.089
10,51,1,present,present,0,195.197,7.5426
10,53,1,absent,absent,0.05,264.792,-11.5483
10,54,1,present,absent,-0.15,247.197,9.63
10,55,1,absent,absent,0.15,309.593,7.3206
10,56,1,present,present,0,300.793,8.0184
10,58,1,present,present,-0.05,264.793,6.3419
10,59,1,absent,absent,-0.05,272.797,-6.7404
10,60,1,absent,absent,0,273.593,0.0491
10,61,1,absent,present,0,278.395,-1.1742
10,63,1,absent,absent,0.15,316.793,-2.3173
10,64,1,present,present,0,294.393,-7.8317
10,65,1,present,absent,0.05,297.592,-15.1764
10,66,1,absent,present,-0.05,296.798,-10.6176
10,67,1,absent,present,0.05,337.59,-9.5477
10,68,1,absent,absent,-0.05,174.396,-3.1198
10,70,1,absent,absent,0,208.797,-7.963
10,71,1,present,present,0,173.599,-10.6431
10,72,1,present,present,-0.05,247.195,-7.7855
10,73,1,absent,present,0,203.188,-11.2793
10,74,1,absent,absent,0.15,309.594,9.062
10,75,1,absent,absent,-0.15,259.989,6.8402
10,76,1,present,present,0.05,254.395,-0.185
10,77,1,present,absent,0.05,221.597,0.0798
10,78,1,present,absent,0.15,263.992,-1.0514
10,80,1,present,present,0.15,291.198,-9.9307
10,81,1,present,absent,0.05,247.184,-9.0025
10,82,1,present,present,-0.15,223.994,7.0088
10,83,1,present,absent,0.15,243.992,-12.3715
10,84,1,present,absent,-0.15,148.799,1.1852
10,87,1,absent,absent,-0.05,295.991,6.5732
10,88,1,absent,present,0.05,296.795,-8.2306
10,89,1,present,present,0,232.788,7.8951
10,90,1,absent,present,-0.05,176.794,-7.5096
10,93,1,present,absent,0.05,254.396,2.6265
10,94,1,present,present,0.05,284.793,-9.6146
10,95,1,absent,absent,0.05,258.398,-10.0179
10,96,1,absent,present,-0.15,261.599,7.6149
10,97,1,absent,present,-0.15,265.599,-13.5308
10,101,1,absent,present,-0.05,168.798,15.2463
10,102,1,absent,absent,0.05,294.387,-9.6087
10,103,1,present,absent,-0.05,163.197,8.0676
10,104,1,present,absent,0.05,274.394,12.4696
10,105,1,present,absent,0,247.99,-5.6437
10,107,1,absent,present,-0.15,184.796,-12.1885
10,111,1,absent,present,-0.15,250.388,-2.0649
10,112,1,absent,present,0.05,259.992,-11.3274
10,113,1,present,absent,-0.15,284.793,-6.6818
10,114,1,absent,present,0.15,320.791,5.1045
10,115,1,present,present,0,257.598,4.1904
10,116,1,absent,present,0,331.192,-5.2825
10,117,1,present,present,-0.15,273.603,-8.62
10,118,1,present,absent,0,296.796,5.2205
10,119,1,absent,present,0.05,267.196,8.3056
10,120,1,absent,present,-0.15,191.199,11.8626
10,121,1,absent,present,-0.15,183.995,10.665
10,122,1,absent,present,0.05,296.786,13.1486
10,123,1,absent,present,0.05,287.192,-10.9978
10,124,1,absent,absent,0.15,351.196,4.234
10,125,1,present,absent,-0.15,186.4,-11.1843
10,127,1,present,present,0.15,297.594,15.1133
10,128,1,present,present,0.05,267.992,12.3145
10,129,1,present,absent,0,279.992,7.5697
10,131,1,present,absent,0.15,235.997,-5.8169
10,132,1,absent,present,0,333.595,-11.1764
10,133,1,absent,present,0,293.59,-7.8113
10,134,1,absent,present,-0.15,275.196,6.4446
10,135,1,absent,present,-0.15,266.395,-4.2633
10,136,1,absent,absent,0,295.995,-1.5473
10,137,1,present,present,0.15,305.595,2.1842
10,139,1,absent,absent,0,214.4,-1.3781
10,140,1,absent,present,0.15,371.988,5.7551
10,141,1,absent,absent,0,246.391,-7.0096
10,142,1,present,present,0.05,316.794,12.3538
10,143,1,present,absent,0.05,306.39,-3.584
10,144,1,present,absent,-0.05,251.193,5.4937
10,145,1,absent,present,-0.05,278.396,-5.4444
10,146,1,present,absent,-0.05,235.994,-10.7402
10,148,1,present,present,0.05,275.199,-10.7339
10,149,1,present,present,0.05,290.393,16.4031
10,150,1,present,absent,0,233.595,9.78
10,153,1,present,present,-0.05,274.393,2.3316
10,154,1,present,present,-0.05,243.191,-3.3974
10,155,1,absent,present,0,199.194,11.3494
10,157,1,present,absent,0.15,219.195,11.3071
10,158,1,absent,absent,-0.15,197.587,-5.5026
10,159,1,absent,present,-0.15,291.995,6.9053
10,160,1,present,present,0.05,312.79,-10.203
10,161,1,present,present,0.15,326.393,5.5232
10,162,1,present,absent,0.05,257.603,8.6612
10,163,1,present,absent,0.15,261.591,6.1466
10,164,1,present,present,0.15,309.586,-3.1738
10,170,1,present,absent,0.05,219.981,-9.2638
10,171,1,absent,present,0.05,238.393,-7.6005
10,172,1,absent,absent,0,216.799,-8.7294
10,173,1,present,absent,0.15,363.992,5.5108
10,175,1,present,absent,-0.05,185.599,18.0961
10,176,1,absent,present,0.15,368.79,8.62
10,177,1,absent,absent,0.15,255.194,-11.7312
10,178,1,absent,present,0,290.392,6.9168
10,179,1,absent,present,-0.15,313.592,-9.1356
10,180,1,absent,present,-0.05,192.007,-6.5173
10,1,2,present,absent,0.05,373.595,-3.7837
10,2,2,present,present,-0.15,226.39,19.2024
10,3,2,absent,present,0.05,252.791,-0.8905
10,4,2,absent,absent,-0.05,337.598,6.2503
10,5,2,absent,present,0,301.595,1.722
10,7,2,absent,absent,0.15,307.204,1.1664
10,8,2,absent,absent,0,271.993,-1.4313
10,9,2,present,present,-0.15,159.996,3.6016
10,11,2,absent,present,-0.15,211.195,1.0954
10,12,2,present,present,-0.05,196.797,14.3528
10,14,2,present,present,-0.15,159.2,6.2264
10,15,2,present,present,-0.05,179.988,0.6103
10,16,2,present,present,0,162.398,-6.042
10,17,2,absent,present,0,165.595,4.3782
10,19,2,absent,absent,-0.15,184.795,1.3892
10,20,2,present,present,0,235.995,-0.1008
10,22,2,absent,absent,-0.05,233.589,1.5848
10,24,2,present,absent,-0.05,240.794,-0.1227
10,25,2,present,absent,0.15,366.388,-1.073
10,27,2,present,present,-0.05,195.997,8.1632
10,28,2,present,absent,-0.15,269.587,3.5261
10,29,2,absent,absent,-0.05,333.593,1.7485
10,31,2,absent,absent,-0.05,357.591,-0.783
10,32,2,present,present,0.15,334.393,-0.7215
10,33,2,present,present,0.15,296.795,1.6205
10,34,2,absent,present,0.15,195.996,-8.4577
10,35,2,absent,absent,-0.15,266.393,4.6636
10,36,2,absent,absent,0.05,258.395,-1.087
10,38,2,present,absent,0,207.995,11.2996
10,40,2,present,absent,0.15,307.993,0.5066
10,41,2,absent,absent,-0.05,166.401,1.8691
10,42,2,absent,present,0,218.401,0.1362
10,43,2,absent,present,0.15,336.794,-1.7735
10,44,2,present,present,0,248.791,6.4943
10,46,2,absent,absent,0.05,287.196,-2.1857
10,47,2,present,absent,0.05,264.791,0.7943
10,48,2,absent,present,-0.05,253.59,-6.2167
10,49,2,present,absent,-0.05,203.19,8.0131
10,50,2,present,present,0.15,211.997,5.8723
10,51,2,absent,present,0.05,246.394,2.2202
10,52,2,absent,present,0,256.794,2.4412
10,53,2,absent,present,0.05,275.99,-0.9233
10,54,2,present,absent,0.05,287.198,4.7311
10,55,2,absent,present,-0.05,189.589,-6.4932
10,56,2,present,present,-0.05,235.198,-1.1862
10,58,2,absent,present,0,187.195,2.0538
10,59,2,absent,absent,0,195.199,0.0669
10,61,2,present,present,0.15,219.998,-3.5704
10,62,2,absent,absent,0,249.594,-1.3316
10,63,2,absent,present,0,158.396,-9.4673
10,65,2,present,present,0.05,283.192,3.2816
10,66,2,present,present,0.05,228.795,-1.8397
10,67,2,absent,present,0,247.194,-0.4801
10,68,2,absent,absent,-0.05,247.197,0.9013
10,69,2,present,absent,0,200.791,-7.1763
10,70,2,present,present,0,205.594,7.6784
10,71,2,absent,present,0,167.991,2.6505
10,72,2,present,absent,0,273.596,-7.2996
10,73,2,absent,absent,0.05,367.193,-0.3998
10,74,2,absent,present,0.15,241.597,-4.4558
10,75,2,absent,absent,0.15,264.795,-1.4823
10,76,2,present,present,-0.05,157.601,5.1071
10,77,2,present,present,0.15,295.197,2.9912
10,78,2,present,absent,0.05,238.396,-1.8
10,79,2,present,present,-0.15,184.795,5.3794
10,82,2,absent,absent,0.15,341.603,0.6333
10,84,2,present,absent,-0.15,243.994,3.4937
10,85,2,absent,absent,0,299.192,1.0325
10,86,2,present,present,0,231.99,-4.0725
10,87,2,present,absent,-0.15,207.197,12.8074
10,88,2,absent,present,0,284.789,1.6436
10,89,2,present,present,-0.15,261.596,0.7512
10,90,2,absent,present,0.15,308.797,-5.0353
10,91,2,absent,absent,0,256.79,2.6323
10,92,2,absent,present,0,228.797,-4.6559
10,94,2,present,absent,0.15,319.191,1.8576
10,95,2,absent,present,-0.05,279.996,3.1324
10,96,2,present,present,0,243.996,3.067
10,97,2,absent,absent,0.15,299.189,3.3475
10,98,2,absent,absent,0,274.395,-5.7396
10,99,2,present,absent,-0.05,259.992,1.3782
10,100,2,present,absent,0.15,289.583,4.0753
10,102,2,present,present,-0.15,214.397,-6.5997
10,103,2,absent,absent,-0.05,206.393,0.3984
10,104,2,present,absent,0,275.997,-0.9399
10,105,2,absent,absent,-0.05,193.594,-5.2686
10,106,2,absent,present,0.15,305.591,-3.1711
10,108,2,present,absent,-0.15,292.791,1.7453
10,109,2,absent,absent,0.05,319.991,-0.5602
10,110,2,present,absent,-0.05,252.794,-2.2392
10,111,2,present,present,-0.15,201.594,-11.1693
10,112,2,absent,present,-0.15,191.199,7.0014
10,113,2,absent,present,0.05,313.594,-4.4633
10,114,2,absent,present,0.15,240.799,-4.2286
10,115,2,present,absent,-0.05,181.595,-0.5546
10,116,2,absent,present,0.05,257.595,3.3849
10,117,2,absent,present,0.05,344.797,2.1404
10,118,2,absent,present,-0.15,132.798,1.0343
10,119,2,present,present,0.15,224.797,-0.2427
10,120,2,present,absent,0.05,175.205,-1.4454
10,123,2,absent,absent,-0.05,246.393,-0.017
10,124,2,absent,absent,-0.05,295.192,0.4947
10,125,2,present,absent,0,270.395,-1.5887
10,126,2,present,absent,0.15,298.393,3.3279
10,127,2,present,absent,0,252.795,-1.2381
10,128,2,present,present,0,255.995,-3.814
10,129,2,present,absent,-0.05,239.998,-4.6174
10,130,2,absent,absent,0,255.192,-0.2433
10,134,2,present,absent,-0.05,247.198,1.1717
10,135,2,absent,absent,-0.05,222.395,0.9438
10,137,2,present,present,0,309.598,3.001
10,139,2,absent,present,-0.15,170.396,11.2708
10,140,2,present,absent,0.05,283.988,-2.2034
10,142,2,absent,present,-0.05,247.194,-2.5808
10,144,2,absent,absent,0.05,319.994,4.128
10,145,2,absent,absent,-0.05,238.397,-6.1727
10,147,2,absent,absent,0,288.787,5.1836
10,150,2,present,present,-0.15,203.197,7.823
10,151,2,present,present,0.15,253.595,4.0162
10,152,2,present,present,-0.15,244.797,-5.0305
10,153,2,present,absent,-0.05,159.994,-7.6251
10,154,2,absent,absent,0,300.795,3.6715
10,155,2,present,absent,0,252.789,-2.6677
10,156,2,present,absent,-0.15,261.595,-4.0929
10,157,2,absent,present,0,286.397,-3.9386
10,159,2,absent,absent,0.05,273.592,-1.2431
10,160,2,present,present,0.15,256.793,6.427
10,161,2,present,present,-0.05,256.792,-6.2325
10,162,2,present,present,-0.15,162.394,4.7086
10,163,2,present,present,0.05,235.194,1.8924
10,165,2,present,present,-0.15,163.999,4.0302
10,166,2,absent,present,-0.05,217.606,2.1662
10,168,2,absent,absent,0.15,230.394,0.1448
10,169,2,absent,absent,-0.05,196.793,1.2054
10,170,2,present,present,0.05,238.391,-3.8903
10,171,2,present,present,0.15,238.395,-0.0319
10,172,2,present,absent,0.05,246.397,-1.4686
10,173,2,absent,present,-0.05,300.786,2.9752
10,174,2,present,absent,0,188.796,3.7727
10,175,2,present,absent,0.05,276.795,5.0674
10,176,2,present,absent,0,300.79,4.9682
10,177,2,absent,absent,0.05,274.395,-4.2235
10,179,2,present,present,0.05,202.396,0.5219
10,1,3,present,absent,-0.05,315.192,2.3865
10,2,3,present,absent,0,255.196,9.5525
10,3,3,absent,present,-0.05,293.595,3.7339
10,4,3,absent,present,0.05,280.795,0.1381
10,5,3,absent,absent,0.15,331.993,-3.9661
10,6,3,present,absent,0.15,319.193,2.6913
10,7,3,absent,absent,-0.05,208.797,1.699
10,8,3,absent,absent,0.05,239.992,-2.8313
10,10,3,present,present,0.05,271.194,4.3232
10,11,3,absent,absent,-0.05,287.193,2.7785
10,12,3,absent,present,0.05,282.391,3.7232
10,13,3,absent,present,0.15,275.988,-1.1115
10,16,3,present,present,0.15,275.2,-5.1842
10,17,3,present,present,0,255.197,5.3991
10,18,3,absent,absent,0,185.596,-2.5779
10,19,3,present,present,0,257.61,2.4317
10,20,3,present,absent,0,262.392,6.5181
10,21,3,present,present,0.15,240.794,5.7323
10,22,3,absent,present,0.05,280.793,-1.4051
10,23,3,present,present,0.15,271.994,1.5976
10,24,3,present,present,0.15,246.395,-7.0104
10,25,3,present,present,-0.05,235.992,4.3825
10,26,3,absent,present,0,259.994,5.294
10,27,3,absent,present,-0.05,243.197,-11.8505
10,28,3,present,present,0,256.797,7.4887
10,29,3,absent,present,0.15,264.787,6.9119
10,30,3,absent,present,0.15,210.395,-9.8739
10,31,3,absent,present,-0.15,173.59,5.6009
10,32,3,present,absent,0,283.2,0.6519
10,33,3,present,absent,0,262.399,-4.0623
10,34,3,absent,present,-0.05,191.194,-7.5151
10,35,3,absent,present,0.15,262.392,11.2611
10,36,3,present,present,0.15,305.594,0.1003
10,37,3,absent,present,0,256,6.7629
10,38,3,present,present,0.15,302.392,5.518
10,39,3,present,absent,0.15,259.988,-6.3182
10,40,3,absent,present,-0.15,212,-2.04
10,42,3,absent,present,0.05,284.793,-5.1703
10,43,3,present,present,-0.05,251.196,5.3168
10,44,3,absent,present,0.05,322.403,4.3815
10,45,3,absent,absent,-0.05,176.008,-5.9868
10,46,3,present,present,-0.15,244.799,-9.9111
10,47,3,absent,absent,0.15,265.589,3.9557
10,48,3,present,present,-0.15,232,6.0746
10,49,3,absent,present,0,183.974,7.7466
10,50,3,present,absent,-0.05,177.594,8.7367
10,51,3,present,absent,-0.05,160.802,2.3165
10,52,3,absent,absent,0,257.591,-2.6764
10,53,3,present,present,-0.05,247.993,0.7965
10,55,3,present,present,0.05,171.197,-3.2799
10,56,3,present,absent,0.05,279.997,-4.2308
10,57,3,absent,present,-0.05,269.593,-3.753
10,58,3,absent,present,0,231.998,-3.5478
10,59,3,absent,present,-0.05,252.794,-4.1696
10,60,3,present,present,0.15,172.793,-4.8056
10,61,3,present,absent,0.15,191.994,-8.363
10,62,3,absent,absent,-0.15,165.6,-1.8737
10,63,3,present,present,-0.05,149.587,16.7392
10,65,3,present,absent,0,247.985,0.6646
10,66,3,absent,present,0,200.793,-6.9804
10,67,3,absent,absent,0.15,223.195,-3.5549
10,68,3,present,absent,0.15,311.193,4.7565
10,69,3,present,absent,0.15,165.595,-3.3691
10,70,3,absent,absent,0.05,293.592,2.7894
10,71,3,absent,present,-0.05,269.59,9.8145
10,72,3,present,absent,0.15,187.994,-12.7892
10,75,3,present,absent,-0.05,259.206,0.5774
10,76,3,absent,absent,-0.15,173.597,7.395
10,77,3,absent,present,0.15,317.592,5.0191
10,79,3,present,present,0.15,219.191,-4.4021
10,80,3,present,absent,0.15,250.392,2.683
10,82,3,absent,absent,-0.15,250.393,5.0052
10,83,3,present,absent,0,216.792,-5.7484
10,84,3,present,absent,-0.05,181.597,5.5336
10,85,3,present,present,-0.15,174.397,-7.6733
10,86,3,present,present,-0.05,166.394,-7.58
10,88,3,absent,present,0.05,236.791,4.2861
10,89,3,present,present,0.15,306.389,-1.0594
10,90,3,present,present,0,184.795,6.4302
10,91,3,present,absent,0.15,240.797,2.5921
10,92,3,present,absent,0.15,363.996,-3.3698
10,94,3,present,present,0,275.998,-1.6768
10,95,3,absent,present,-0.05,256,0.2261
10,96,3,present,absent,-0.05,216.801,-7.4747
10,97,3,absent,absent,0.05,232.803,5.1926
10,98,3,present,present,0,279.994,0.5377
10,99,3,present,present,-0.15,268.794,-1.2563
10,101,3,present,absent,0.05,283.197,4.4601
10,102,3,present,present,-0.05,230.4,7.5913
10,103,3,present,present,-0.05,265.594,2.2593
10,104,3,absent,present,-0.05,259.195,8.0662
10,105,3,absent,present,-0.05,195.194,4.9497
10,107,3,absent,absent,-0.15,279.997,-1.7144
10,108,3,absent,present,-0.15,267.999,2.4211
10,109,3,absent,present,0.15,223.998,-7.8641
10,110,3,absent,present,0,283.999,-3.434
10,111,3,absent,present,0.15,345.594,-7.0626
10,112,3,present,absent,-0.15,195.196,10.533
10,113,3,absent,absent,0.05,237.602,5.7337
10,114,3,present,present,0,253.594,-1.8787
10,115,3,present,absent,-0.05,251.991,-2.5462
10,117,3,absent,absent,-0.05,236.794,0.7536
10,118,3,present,present,0.05,223.195,5.241
10,119,3,absent,absent,0,195.2,-3.3837
10,120,3,absent,present,0.05,234.393,5.2377
10,122,3,present,absent,-0.05,176.79,-8.5771
10,123,3,absent,absent,-0.15,266.389,-0.6322
10,124,3,present,present,0.05,231.206,4.4559
10,125,3,absent,absent,0.15,252.797,6.5501
10,126,3,absent,present,-0.15,183.993,-8.0057
10,127,3,absent,present,0.05,235.993,6.5982
10,131,3,present,present,0.15,293.611,-3.0692
10,133,3,present,present,0.05,315.989,-3.2566
10,134,3,absent,absent,-0.15,180.799,3.1598
10,135,3,absent,present,0.05,284.789,1.5408
10,137,3,absent,absent,-0.15,264.794,3.9729
10,138,3,absent,absent,0,240.795,5.7172
10,139,3,absent,present,0,271.195,-2.4305
10,141,3,absent,present,0.05,295.19,2.1906
10,142,3,absent,absent,0.05,255.996,5.548
10,143,3,present,absent,0.15,317.593,4.9847
10,144,3,present,present,0.15,243.995,7.6018
10,145,3,absent,absent,0,276.796,-1.2805
10,146,3,present,present,-0.05,275.995,-7.2498
10,147,3,present,present,-0.15,295.995,-6.1297
10,149,3,present,absent,-0.05,175.195,8.0165
10,150,3,absent,absent,0,260.794,3.644
10,153,3,absent,present,0.15,371.203,-0.7414
10,154,3,present,absent,-0.15,152.001,10.01
10,155,3,present,present,0,269.597,-2.2605
10,156,3,present,absent,-0.15,223.194,4.9739
10,157,3,absent,absent,0.15,372.791,8.6821
10,158,3,present,absent,0.05,204.803,3.838
10,160,3,present,absent,0,287.199,-0.2704
10,161,3,absent,present,-0.05,156.798,16.3428
10,162,3,absent,present,-0.05,171.994,-5.406
10,163,3,present,absent,0,293.594,0.2236
10,164,3,absent,absent,-0.05,202.395,-7.3693
10,165,3,present,absent,-0.15,319.991,1.3528
10,166,3,absent,present,-0.15,193.595,-2.9893
10,168,3,absent,absent,-0.05,279.193,4.0005
10,170,3,present,absent,-0.15,283.993,-1.9725
10,171,3,present,present,-0.05,215.195,-4.3451
10,172,3,absent,present,-0.15,185.591,5.5841
10,173,3,absent,absent,-0.15,203.2,-1.7768
10,174,3,present,absent,0,268.793,3.531
10,175,3,present,present,0.05,311.196,-0.4603
10,177,3,present,absent,0,211.209,-7.4389
10,178,3,absent,absent,0.15,242.402,-1.0488
10,180,3,absent,absent,0.15,232.797,-4.3913
10,2,4,present,absent,-0.15,207.193,14.0398
10,3,4,present,absent,-0.15,187.996,2.6325
10,5,4,absent,absent,-0.05,182.399,7.6024
10,6,4,present,present,0.05,277.593,3.2066
10,7,4,present,present,0,167.995,8.7592
10,8,4,absent,absent,0.05,313.59,-0.3157
10,9,4,present,absent,-0.05,343.192,0.4749
10,11,4,absent,absent,-0.15,271.19,-0.9088
10,12,4,present,present,0.05,286.389,7.597
10,13,4,absent,present,0.05,263.196,-1.2133
10,14,4,present,absent,0.15,232.002,2.48
10,15,4,present,absent,-0.15,235.996,-1.621
10,16,4,absent,absent,-0.15,180.003,3.45
10,17,4,absent,absent,0.05,252.797,8.4914
10,18,4,present,present,0.05,275.997,-1.5724
10,19,4,present,present,0,270.394,6.7847
10,22,4,present,absent,0.15,242.396,-3.5871
10,23,4,absent,present,-0.05,193.592,-1.2404
10,24,4,absent,absent,0.15,253.597,-0.2891
10,25,4,present,present,0,183.193,7.6976
10,26,4,present,absent,0.15,307.192,3.2089
10,27,4,present,absent,0.05,258.391,-0.6095
10,28,4,absent,absent,0.15,256.8,0.3872
10,32,4,present,absent,-0.05,255.994,-0.5673
10,33,4,absent,absent,-0.15,282.392,-0.8522
10,34,4,absent,absent,0.05,232.789,-1.7363
10,35,4,absent,absent,0.15,248.802,-0.26
10,36,4,present,present,-0.05,219.998,-4.0034
10,37,4,present,present,-0.05,191.991,5.7132
10,38,4,absent,present,0.15,331.988,-1.5189
10,39,4,present,present,-0.05,241.595,-1.0328
10,40,4,absent,absent,0.05,323.195,-5.6356
10,41,4,present,absent,-0.05,242.397,0.5264
10,42,4,absent,present,-0.15,372.789,0.7345
10,43,4,present,present,0.15,259.187,-4.9261
10,44,4,absent,absent,0.05,243.998,2.6757
10,46,4,absent,absent,-0.15,213.601,2.2181
10,47,4,absent,absent,-0.05,245.595,-3.7781
10,48,4,absent,absent,0.15,313.593,0.2813
10,49,4,absent,absent,0,259.993,3.1831
10,50,4,present,absent,0,263.992,-0.0749
10,51,4,absent,present,-0.05,259.2,-1.3202
10,52,4,absent,present,0,303.996,-0.1589
10,53,4,present,present,0.05,236.802,3.2024
10,55,4,absent,absent,0,194.392,3.2061
10,56,4,present,present,0.05,217.596,-3.1654
10,57,4,present,absent,-0.05,243.997,-0.8771
10,59,4,absent,present,0.15,292.789,-1.0233
10,60,4,absent,present,0.15,248.794,-0.4784
10,61,4,present,absent,0,314.391,-0.7299
10,62,4,present,absent,0.15,315.999,-3.0676
10,63,4,present,absent,-0.15,254.392,-1.1592
10,65,4,absent,present,-0.15,279.999,0.4448
10,66,4,absent,present,0.15,300.802,2.7406
10,67,4,absent,present,-0.05,241.594,-3.9034
10,68,4,absent,absent,0,194.398,0.3696
10,69,4,present,present,0,243.187,7.3363
10,70,4,absent,absent,0.05,263.992,-1.2391
10,71,4,absent,absent,0,209.594,-5.9125
10,73,4,absent,present,0.15,231.998,-2.577
10,74,4,present,absent,0.15,350.393,3.613
10,75,4,present,absent,0.05,279.994,2.9316
10,76,4,absent,absent,0.05,245.601,-1.2618
10,77,4,absent,present,0,249.59,-1.3429
10,78,4,present,absent,-0.05,235.198,-1.2798
10,79,4,absent,present,-0.15,184.796,2.5101
10,80,4,absent,absent,-0.15,212.796,-5.2059
10,81,4,absent,present,0,237.593,0.2022
10,83,4,absent,present,-0.15,165.597,6.6581
10,84,4,present,absent,0.05,278.394,-3.8002
10,86,4,present,present,0.05,271.99,0.1077
10,87,4,absent,present,0,267.192,-2.9968
10,88,4,present,present,-0.15,222.404,1.1965
10,89,4,present,present,-0.15,242.398,-5.286
10,91,4,present,absent,-0.15,244.801,-6.1157
10,92,4,present,present,-0.15,185.597,1.7479
10,93,4,absent,absent,0.05,291.195,-0.567
10,94,4,present,absent,0,226.399,-0.1876
10,95,4,present,present,-0.05,201.595,-2.0033
10,96,4,absent,absent,0.05,239.995,5.6018
10,97,4,present,absent,0.15,231.191,1.2011
10,99,4,present,absent,0.15,227.995,-3.7319
10,101,4,absent,present,0,282.399,-3.6666
10,103,4,absent,absent,0.15,301.59,0.0848
10,104,4,absent,absent,0.15,303.993,-4.7795
10,105,4,absent,absent,-0.15,201.596,-1.514
10,106,4,absent,absent,-0.05,217.598,-6.8254
10,107,4,absent,present,0,157.6,5.7767
10,108,4,present,absent,0.15,238.398,4.6897
10,109,4,present,present,-0.05,190.392,-7.2238
10,110,4,present,absent,-0.05,267.991,1.7451
10,111,4,present,present,0,188.78,4.6064
10,112,4,present,absent,-0.15,298.397,6.1015
10,113,4,present,absent,-0.15,269.594,-5.046
10,114,4,absent,present,-0.05,252.796,-2.9418
10,115,4,present,absent,0.15,265.597,-2.4694
10,116,4,absent,present,-0.15,253.596,-4.9965
10,117,4,absent,absent,0.05,303.191,-7.5753
10,118,4,present,present,0.05,245.594,-3.5949
10,120,4,present,present,0.15,295.993,-5.3501
10,121,4,absent,absent,-0.15,192.795,-2.9138
10,122,4,present,absent,0,293.594,-2.6448
10,123,4,present,absent,0.05,231.196,-1.3498
10,124,4,present,absent,0,243.995,-1.5899
10,125,4,present,absent,0.05,244.79,0.6212
10,126,4,absent,absent,0,202.395,-0.1886
10,127,4,absent,present,-0.05,180.799,-4.9948
10,128,4,present,absent,-0.15,181.597,-2.4662
10,129,4,present,absent,0.05,304.785,0.9979
10,130,4,absent,absent,-0.15,187.195,-2.3561
10,131,4,absent,present,0,267.994,-2.9624
10,132,4,absent,present,0.05,288.794,-2.8081
10,133,4,present,present,0,258.395,-11.5654
10,135,4,absent,present,-0.15,273.592,-5.0921
10,136,4,absent,absent,0.15,231.993,4.0886
10,137,4,present,present,0.05,233.598,-1.4373
10,138,4,present,present,-0.05,220.794,1.2934
10,139,4,absent,absent,0.15,270.394,-2.0344
10,140,4,present,present,-0.05,266.394,-5.4126
10,141,4,absent,present,0.05,246.393,-0.3672
10,142,4,absent,absent,0.15,309.589,0.2722
10,144,4,absent,absent,0.05,272.794,-2.57
10,145,4,absent,absent,-0.05,197.597,0.6305
10,146,4,absent,absent,-0.05,191.195,0.461
10,147,4,absent,absent,0.15,348.792,0.3721
10,148,4,present,present,-0.15,170.396,-0.105
10,149,4,present,present,0.05,263.192,1.3759
10,151,4,absent,present,-0.15,298.397,-1.4609
10,153,4,present,absent,-0.15,269.589,1.5786
10,154,4,present,absent,-0.15,279.995,-5.9167
10,155,4,present,absent,0.05,222.395,-0.6759
10,156,4,absent,absent,0.15,305.591,-0.6578
10,157,4,absent,absent,0.15,348.791,-3.864
10,158,4,absent,present,0,299.993,-4.6119
10,159,4,absent,present,0,245.597,7.3592
10,160,4,present,absent,-0.05,195.998,5.7368
10,161,4,present,absent,-0.15,231.195,1.0028
10,162,4,absent,absent,-0.15,267.198,1.9561
10,163,4,absent,present,-0.15,239.989,-1.9095
10,165,4,absent,present,-0.15,197.593,-5.5686
10,166,4,present,present,-0.05,223.993,-1.9856
10,167,4,present,present,0.15,252.786,-1.4441
10,168,4,absent,absent,-0.15,326.392,-3.4723
10,169,4,present,absent,0.05,279.994,0.5069
10,170,4,present,present,0.15,244.793,0.4811
10,171,4,absent,present,0.15,231.992,2.1764
